CASEID	COUNTY	PUBLIC_WATER_SUPPLY	POPULATION_SERVED	SAMPLING_DATE	SAMPLE_NUMBER	RAW_OR_TREATED	PFOA_PFOS_PPT	TOTAL_TESTED_PFAS_PPT	METHOD
990	LENAWEE	Addison	605	27-AUG-2018	GWEF1808271030GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
991	MARQUETTE	Country Log Apartments	35	15-AUG-2018	GWNT1808151400GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
992	BRANCH	Arbor View Condo Owners Association	25	28-AUG-2018	GWNT1808281100CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
993	ALGER	Burt Township	676	17-AUG-2018	GWNT1808170900GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
994	MARQUETTE	Cherry Creek Village	50	15-AUG-2018	GWNT1808150930GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
995	SCHOOLCRAFT	Seney Township	100	17-AUG-2018	GWNT1808171000GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
996	MARQUETTE	Marquette County Corrections Center	95	15-AUG-2018	GWNT1808151015GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
997	MARQUETTE	Pine Acres Mobile Home Park	50	15-AUG-2018	GWNT1808151645GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
998	MARQUETTE	Forsyth Township	2479	15-AUG-2018	GWEF1808151330GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
999	LUCE	Newberry Correctional Facility	1001	17-AUG-2018	GWIN1808171250GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1000	JACKSON	Shady Park	58	22-AUG-2018	GWEF1808221100KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1001	ALGER	Munising Industrial Park	465	16-AUG-2018	GWNT1808161530GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1002	LUCE	Newberry Correctional Facility	1001	17-AUG-2018	GWIN18081712345GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1003	LENAWEE	Tecumseh	8521	02-AUG-2018	GWEF1808021340GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1004	LENAWEE	Tecumseh	8521	02-AUG-2018	GWEF1808021350GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1005	LENAWEE	Tecumseh	8521	02-AUG-2018	GWEF1808021410GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1006	LENAWEE	Tecumseh	8521	02-AUG-2018	GWEF1808021330GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1007	SAGINAW	Chesaning, Village of	2394	27-AUG-2018	GWIN1808271100KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1008	SAGINAW	Chesaning, Village of	2394	27-AUG-2018	GWNT1808271115KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1009	SHIAWASSEE	Alan's Park - Durand	50	21-AUG-2018	GWIN1808211150KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1010	BRANCH	Grand Village Mobile Home Park	50	28-AUG-2018	GWNT1808281240CKA	Raw Water	ND	6	EPA 537 Rev. 1.1
1011	EMMET	Boynaire Landowners Association	54	23-AUG-2018	GWNT1808231300GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1012	EMMET	Bear Creek Estates Condominium	210	23-AUG-2018	GWNT1808230900GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1013	HILLSDALE	Hillside Acres	105	27-AUG-2018	GWEF1808271400GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1014	SHIAWASSEE	Durand, City of	3800	21-AUG-2018	GWEF1808211120KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1015	SAGINAW	Chesaning, Village of	2394	27-AUG-2018	GWEF1808271030KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1016	SAGINAW	Stoddard Mobile Home Court	313	27-AUG-2018	GWNT1808271000KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1017	SAGINAW	Chesaning, Village of	2394	27-AUG-2018	GWEF1808271045KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1018	EMMET	Lakeside Club Condominiums	210	23-AUG-2018	GWEF1808231030GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1019	CHIPPEWA	Kinross Township	7341	12-SEP-2018	GWIN1809121440GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1020	CHIPPEWA	Kinross Township	7341	12-SEP-2018	GWNT1809121420GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1021	CHIPPEWA	Kinross Township	7341	12-SEP-2018	GWIN1809121400GGA	Raw Water	6	50	EPA 537 Rev. 1.1
1022	EMMET	Cecil Farms	200	23-AUG-2018	GWNT1808230930GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1023	EMMET	Stonehedge Club Owners Association, Inc.	123	23-AUG-2018	GWNT1808231200GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1024	EMMET	Bay Shore Estates	208	23-AUG-2018	GWNT1808231000GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1025	EMMET	Homestead Pines Homeowners' Association	84	23-AUG-2018	GWNT1808231130GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1026	IRON	Bates Township	921	24-AUG-2018	GWNT1808240800GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1027	IRON	Crystal Falls Township - LIND	2912	24-AUG-2018	GWNT1808240910GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1028	IRON	Crystal Falls Township - LIND	2912	24-AUG-2018	GWNT1808240940GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1029	IRON	Bates Township	921	24-AUG-2018	GWNT1808240830GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1030	GRATIOT	Breckenridge, Village of	1339	29-AUG-2018	GWEF1808291145KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1031	BRANCH	Lakecrest Mobile Court	52	28-AUG-2018	GWNT1808281330CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1032	OTTAWA	Crockery Mobile Home Park	413	20-SEP-2018	GWNT1809201330KER	Raw Water	ND	3	EPA 537 Rev. 1.1
1033	IRON	Alpha	198	24-AUG-2018	GWEF1808241020GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1034	OTTAWA	Crockery Mobile Home Park	413	20-SEP-2018	GWNT1809201345KER	Raw Water	ND	13	EPA 537 Rev. 1.1
1035	IRON	Crystal Falls Twp - Townline	700	24-AUG-2018	GWNT1808241000GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1036	BRANCH	Somerset Mobile Home Park	140	28-AUG-2018	GWNT1808281430CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1037	HILLSDALE	Reading	1078	29-AUG-2018	GWIN1808291140CKA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1038	IRON	Crystal Falls Township - LIND	2912	24-AUG-2018	GWNT1808240900GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1039	BRANCH	Avra Estates	87	28-AUG-2018	GWNT1808281500CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1040	IRON	Crystal Falls Twp - Townline	700	24-AUG-2018	GWIN1808240950GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1041	EMMET	Alanson Estates Mobile Home Park	50	23-AUG-2018	GWNT1808231100GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1042	HILLSDALE	Somerset Center	368	29-AUG-2018	GWNT1808291015CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1043	BRANCH	Avra Estates	87	28-AUG-2018	GWNT1808281530CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1044	BRANCH	Lakeside Estates Subdivision	125	28-AUG-2018	GWNT1808281400CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1045	HILLSDALE	Country Living Adult Foster Care	56	28-AUG-2018	GWIN1808280950CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1046	EMMET	Hamlet Village Condominums Association	126	29-AUG-2018	GWNT1808291100GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1047	GRAND TRAVERSE	Grand Traverse Band of Ottawa and Chippewa Indians - East Bay Water Work	5750	20-SEP-2018	GWEF1809201400GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1048	HILLSDALE	Country Living Adult Foster Care	56	28-AUG-2018	GWIN1808280940CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1049	LENAWEE	Bean Creek Resort	180	28-AUG-2018	GWEF1808290915CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1050	EMMET	Crooked River Apartments	32	28-AUG-2018	GWNT1808281300GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1051	EMMET	Hamlet West Property Owners Assoc	133	29-AUG-2018	GWNT1808291130GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1052	GRAND TRAVERSE	Grand Traverse Band of Ottawa and Chippewa Indians - Peshawbestown	2135	20-SEP-2018	GWEF1809210900GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1053	BRANCH	Quincy	2040	28-AUG-2018	GWEF1808281035CKA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1054	EMMET	Little Traverse Township	1102	22-AUG-2018	GWNT1808221100GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1055	MANISTEE	Little River Band of Ottawa Indians	8189	20-SEP-2018	GWEF1809200900GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1056	GRATIOT	Nesen's Countryside Acres	95	29-AUG-2018	GWNT1808291100KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1057	IONIA	Belding	5877	28-SEP-2018	GWEF1809281000KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1058	HILLSDALE	Litchfield	1310	28-AUG-2018	GWIN1808280820CKA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1059	ISBELLA	Saginaw Chippewa Indian Tribe of Michigan - Mt. Pleasant	10198	18-OCT-2018	GWEF1809201500GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1060	SHIAWASSEE	Byron, Village of	595	21-AUG-2018	GWEF1808210940KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1061	IONIA	Belding	5877	28-SEP-2018	GWEF1809280930KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1062	MONTCALM	Stanton	1417	13-AUG-2018	GWIN1808131210MK	Raw Water	ND	ND	EPA 537 Rev. 1.1
1063	IONIA	Belding	5877	28-SEP-2018	GWEF1809280910KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1064	HILLSDALE	Litchfield	1310	28-AUG-2018	GWEF1808280810CKA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1065	HILLSDALE	Camden	512	29-AUG-2018	GWIN1808291200CKA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1066	EMMET	Boyne Highlands Resort	450	29-AUG-2018	GWEF1808291000GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1067	EMMET	Little Traverse Township	1102	22-AUG-2018	GWEF1808221030GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1068	IONIA	Belding	5877	28-SEP-2018	GWEF1809280945KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1069	LEELANAU	Elmwood Twp - Timberlee	510	04-SEP-2018	GWNT1809041020KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1070	MENOMINEE	Powers-Spalding Twp Water Dept	905	22-AUG-2018	GWNT1808220900GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1071	LAKE	Baldwin, Village of	1060	18-SEP-2018	GWNT1809190920KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1072	LENAWEE	Round Lake Estates	30	29-AUG-2018	GWNT1808290940CKA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1073	LAKE	Baldwin, Village of	1060	18-SEP-2018	GWNT1809190950KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1074	LAKE	Baldwin, Village of	1060	18-SEP-2018	GWNT1809190910KER	Raw Water	4	10	EPA 537 Rev. 1.1
1075	LEELANAU	Elmwood Twp - Timberlee	510	04-SEP-2018	GWNT1809041000KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1076	DELTA	Cedar Hill Assisted Living	45	22-AUG-2018	GWEF1808220800GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
1077	LEELANAU	Cedar Creek Water Company	325	04-SEP-2018	GWEF1809041100KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1078	GRAND TRAVERSE	Blair Township	2125	21-SEP-2018	GWEF1809211100GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1079	MENOMINEE	Powers-Spalding Twp Water Dept	905	22-AUG-2018	GWEF1808220910GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1080	LEELANAU	The Leelanau School	82	04-SEP-2018	GWNT1809041300KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1081	NEWAYGO	Hesperia	954	18-SEP-2018	GWNT1809191300KER	Raw Water	7	29	EPA 537 Rev. 1.1
1082	NEWAYGO	Hesperia	954	18-SEP-2018	GWNT1809191240KER	Raw Water	ND	15	EPA 537 Rev. 1.1
1083	LAKE	Baldwin, Village of	1060	18-SEP-2018	GWNT1809190940KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1084	LAKE	Baldwin, Village of	1060	18-SEP-2018	GWNT1809191000KER-FD	Raw Water	ND	ND	EPA 537 Rev. 1.1
1085	OTTAWA	Cricklewood Court	155	18-SEP-2018	GWNT1809180900KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1086	DICKINSON	Norway	3449	22-AUG-2018	GWEF1808221000GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1087	LEELANAU	First Point Mobile Court	110	04-SEP-2018	GWNT1809041200KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
1088	GRATIOT	Gratiot Area Water Authority	16208	29-AUG-2018	GWEF1808291030KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1089	GRAND TRAVERSE	Rolling Meadows Water Assn.	76	21-SEP-2018	GWNT1809211000GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
1090	CHARLEVOIX	Charlevoix, City of	3124	30-AUG-2018	SWIN1808301300GGA	Raw Water	2	4	Isotope Dilution
1091	CHARLEVOIX	Charlevoix, City of	3124	30-AUG-2018	SWEF1808301310GGA	Treated Drinking Water	4	6	Isotope Dilution
1092	CHARLEVOIX	Charlevoix, City of	3124	30-AUG-2018	SWEF1808301310GGA	Treated Drinking Water	3	3	EPA 537 Rev. 1.1
1093	VAN BUREN	Port of Call - West	152	24-SEP-2018	GWEF1809240900GGA	Raw Water	7	18	EPA 537 Rev. 1.1
1094	IONIA	Long Lake Mobile Home Estates	68	28-SEP-2017	GWNT1809281110KER	Raw Water	6	15	EPA 537 Rev. 1.1
1095	IONIA	Long Lake Mobile Home Estates	68	28-SEP-2017	GWNT1809281120KER	Raw Water	6	15	EPA 537 Rev. 1.1
1096	CHIPPEWA	Detour	325	11-SEP-2018	SWIN1809111000GGA	Raw Water	ND	ND	Isotope Dilution
1097	CHIPPEWA	Detour	325	11-SEP-2018	SWEF1809111020GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
1098	BRANCH	Countryside Mobile Court	60	01-OCT-2018	GWNT1810011500GGA	Raw Water	20	33	EPA 537 Rev. 1.1
1099	CHIPPEWA	Detour	325	11-SEP-2018	SWEF1809111020GGA	Treated Drinking Water	ND	ND	Isotope Dilution
